Cycle#,ChargeOhms,DischargeOhms,MaxV,MinV,MaxOCV,MinOCV,CoulombicEff,EnergyEff,ChargeCapacity(AHrs),DischargeCapacity(AHrs),ChargeEnergy(WHrs),DischargeEnergy(WHrs)
137,0.148046290813,0.130708001676,1.57549,1.16316,1.50174,1.22868,0.952400332509,0.827902351174,1.05000425648,1.00002440301,1.50690755215,1.24757230543
138,0.147337888204,0.131326430866,1.57367,1.16285,1.50022,1.22868,0.95237980395,0.828171455669,1.0500075659,1.00000599976,1.50625717276,1.24743919538
139,0.147444068613,0.129996471496,1.57306,1.16316,1.49961,1.22837,0.952389270053,0.828408920327,1.0500000922,1.00000882137,1.5058444947,1.24745501203
140,0.146716040071,0.130016406547,1.57397,1.16285,1.50083,1.22807,0.952384552158,0.82851237436,1.05000282489,1.00000647015,1.50577836409,1.24755600769
141,0.148046290813,0.131232444695,1.57671,1.16224,1.50296,1.22807,0.952375587733,0.828194645867,1.05001089459,1.00000474286,1.5061752436,1.24740627248
142,0.148046290813,0.130089572486,1.57793,1.16316,1.50418,1.22837,0.952394301477,0.828418182901,1.05000784603,1.00002148906,1.5064719024,1.24798871598
143,0.147444068613,0.130614458096,1.57641,1.16224,1.50296,1.22776,0.952371778169,0.828360810863,1.05001189072,1.00000169146,1.50610287522,1.24759659896
144,0.14742399454,0.130521048312,1.57854,1.16163,1.5051,1.22715,0.952368150735,0.828107410979,1.05001548033,1.00000130124,1.50632213965,1.24739652716
145,0.148153058683,0.130521048312,1.58098,1.16163,1.50723,1.22715,0.952370102284,0.827842270692,1.05001570158,1.00000356112,1.50675618157,1.24735645873
146,0.149378460253,0.129996471496,1.5825,1.16255,1.50814,1.22776,0.952380722946,0.827907366494,1.05000371367,1.00000329592,1.50727270323,1.24788217432
147,0.148066364886,0.130109521815,1.58068,1.16346,1.50692,1.22868,0.952373759832,0.82850267871,1.05000946349,1.00000146061,1.50698126698,1.24853801646
148,0.146927657113,0.129996471496,1.5761,1.16255,1.50296,1.22776,0.952386847552,0.828725843537,1.05000262606,1.00000869096,1.50593289472,1.24800550848
149,0.146841846413,0.129583898138,1.57428,1.16224,1.50113,1.22715,0.952385495828,0.828781347048,1.0500010634,1.00000578339,1.50529585874,1.24756112951
150,0.14742399454,0.130521048312,1.5761,1.16163,1.50266,1.22715,0.952385409106,0.828576969969,1.05000051142,1.00000516663,1.50543291867,1.24736704624
151,0.14682177234,0.129903503669,1.57702,1.16194,1.50388,1.22715,0.952375343416,0.828612509693,1.05001193715,1.00000547923,1.50564386553,1.24759534212
152,0.14682177234,0.130109521815,1.57671,1.16224,1.50357,1.22746,0.952382361139,0.828796713025,1.05000727173,1.00000840467,1.50564907906,1.2478770077
153,0.14621955014,0.129491092625,1.57397,1.16255,1.50113,1.22746,0.952386088533,0.828995844091,1.04999996282,1.00000535755,1.50514147982,1.24775603154
154,0.144890614908,0.130614458096,1.57214,1.16133,1.49991,1.22685,0.952384394184,0.829169127578,1.05000818983,1.00001141376,1.5042941072,1.24731423249
155,0.146430603272,0.129923424464,1.57519,1.16011,1.50235,1.22533,0.952372367705,0.828573855142,1.05001224,1.00000264313,1.50470218039,1.24675688644
156,0.150109461098,0.131044875355,1.58342,1.15889,1.50875,1.22472,0.95238873545,0.827069337748,1.05000438853,1.00001235181,1.50649536448,1.24597612342
