Cycle#,ChargeOhms,DischargeOhms,MaxV,MinV,MaxOCV,MinOCV,CoulombicEff,EnergyEff,ChargeCapacity(AHrs),DischargeCapacity(AHrs),ChargeEnergy(WHrs),DischargeEnergy(WHrs)
18,0.151106756514,0.133420634365,1.65219,1.12869,1.50105,1.26216,0.95237490589,0.739078941311,1.05001997968,1.00001267933,1.60478974626,1.18606630669
19,0.151406690528,0.133363977936,1.65402,1.12778,1.50258,1.26124,0.952370970247,0.739195895341,1.05003484351,1.00002270271,1.60439778194,1.1859642549
20,0.152380114175,0.133768662313,1.65981,1.12565,1.50745,1.25942,0.952401026453,0.738495172028,1.05000811236,1.00002880399,1.60550403917,1.1856569816
21,0.151203938726,0.133506326695,1.65889,1.12565,1.50776,1.25911,0.952370801041,0.73925053186,1.05001346208,1.00000216199,1.60434078881,1.18600978141
22,0.150549872583,0.133158668413,1.65798,1.12504,1.50745,1.2582,0.952382552339,0.739929671524,1.05001574571,1.00001667589,1.60298174073,1.18609375287
23,0.151159953114,0.132858671413,1.65737,1.12412,1.50623,1.25698,0.952360381379,0.740283204289,1.05003122827,1.00000814102,1.60204491811,1.18596694539
24,0.150806822499,0.132548674513,1.65829,1.12291,1.50745,1.25546,0.952375252579,0.740618281987,1.05001827713,1.00001142189,1.60118524765,1.18586706726
25,0.150539871263,0.132548674513,1.6595,1.12199,1.50898,1.25454,0.952378239201,0.740748919701,1.05002474624,1.00002071895,1.60087278047,1.18584478271
26,0.150849912188,0.132548674513,1.6592,1.12138,1.50837,1.25393,0.952388089279,0.741442118332,1.05001517178,1.00002194317,1.59962122638,1.18602655062
27,0.150849912188,0.132238677613,1.65981,1.12047,1.50898,1.25271,0.952367097033,0.741777407101,1.05002349858,1.00000783116,1.59892305681,1.18604499923
28,0.150859913509,0.132548674513,1.66225,1.11864,1.51141,1.25119,0.952394678199,0.74139062622,1.05001210872,1.00002594439,1.59880593992,1.18533973701
29,0.151824242054,0.13240700044,1.6656,1.11712,1.51385,1.24967,0.952383614527,0.740754166681,1.05002440647,1.00002603957,1.59939696737,1.18475996776
30,0.15243454049,0.132500974639,1.66865,1.1162,1.51629,1.24875,0.952381496036,0.740170712392,1.05001069653,1.00001075802,1.59992222627,1.18421557399
31,0.153034834034,0.13280086368,1.67047,1.1159,1.51751,1.24875,0.952372813523,0.740176633111,1.05001189667,1.00000278426,1.59990993429,1.18421594844
32,0.152380114175,0.132500974639,1.66865,1.1162,1.51629,1.24875,0.952367775295,0.741145488475,1.05001534916,1.00000078211,1.5985319802,1.18474476531
33,0.151459992719,0.131591311215,1.66621,1.11681,1.51477,1.24845,0.952380887321,0.742134444431,1.05002279946,1.00002164545,1.59733641665,1.18543837414
34,0.150293493518,0.131891200256,1.66438,1.1159,1.51416,1.24784,0.952372230441,0.742876535149,1.05001578718,1.00000587723,1.59584013097,1.18551218715
35,0.150347193726,0.131591311215,1.66499,1.11498,1.51477,1.24662,0.952390671808,0.743045046217,1.05001441001,1.00002392936,1.59543313117,1.18547868469
36,0.150303498411,0.130981536831,1.6656,1.11559,1.51537,1.24662,0.952374835886,0.743389467584,1.05003133498,1.00002342033,1.59503196408,1.18572996256
37,0.150603645182,0.130718692813,1.66651,1.11498,1.51598,1.2457,0.952379361851,0.743513126297,1.05000580666,1.00000386009,1.59446082861,1.18550255544
38,0.150603645182,0.131281425872,1.66773,1.11346,1.5172,1.24479,0.95237078984,0.743147696034,1.05001707235,1.00000558854,1.59461502589,1.18503448255
39,0.15151409039,0.131581314913,1.67017,1.11255,1.51873,1.24418,0.952371224621,0.742656300895,1.05001451014,1.00000360489,1.59508325504,1.18459862981
40,0.15151409039,0.13097154053,1.67108,1.11255,1.51964,1.24357,0.952389571189,0.742780488197,1.05001058232,1.00001912824,1.59493840544,1.18468912744
41,0.15151409039,0.13097154053,1.67078,1.11255,1.51934,1.24357,0.952368382313,0.743201155642,1.05002470237,1.00001032719,1.59435755098,1.18492837439
42,0.151459992719,0.130361766147,1.67108,1.11255,1.51964,1.24296,0.952366274746,0.743456395294,1.05002461981,1.00000803556,1.59390442825,1.18499844067
43,0.150903791954,0.130625949316,1.67047,1.11224,1.51964,1.24296,0.952392060007,0.743779743998,1.05001496641,1.00002591689,1.59345308754,1.18517812953
44,0.150539871263,0.130361766147,1.66925,1.11255,1.51873,1.24296,0.952379877608,0.744438775399,1.05002499103,1.00002267244,1.5926932309,1.1856625984
45,0.152424535598,0.129761988064,1.67443,1.10858,1.52208,1.23839,0.952394691233,0.740116690564,1.0500067603,1.00002086427,1.59056323783,1.17720239972
46,0.148462598211,0.129452102722,1.66255,1.11194,1.51416,1.24144,0.95237091915,0.746173881285,1.05001851576,1.00000709898,1.58725147803,1.18436559594
47,0.147862304667,0.12914221738,1.66042,1.11255,1.51263,1.24174,0.952387877782,0.74686250083,1.05000537907,1.00001239463,1.58712738889,1.18536593081
48,0.148472603103,0.12914221738,1.66347,1.11072,1.51507,1.23991,0.952382606261,0.746192515803,1.0500059355,1.00000738944,1.58784149363,1.18483543883
49,0.149736677229,0.129107042929,1.66956,1.1095,1.51995,1.2387,0.952379434818,0.744855835789,1.05001307967,1.00001086337,1.58965618579,1.18406468689
50,0.150913796847,0.129669956447,1.67383,1.10858,1.52299,1.23839,0.952401728435,0.744080138111,1.05000322262,1.00002488408,1.59068068429,1.18359390326
51,0.150303498411,0.129060614536,1.67261,1.1095,1.52238,1.2387,0.952385193664,0.744892899362,1.05001428357,1.0000180568,1.59035159036,1.18464160715
52,0.150657456208,0.129107042929,1.67352,1.10889,1.52299,1.23809,0.95237838053,0.744780906432,1.0500142087,1.00001083162,1.59016525819,1.18432472237
53,0.151203938726,0.129360290886,1.67626,1.10767,1.52513,1.23717,0.952366389971,0.744103408924,1.05002399778,1.00000756415,1.59101076145,1.18387653123
54,0.152789259714,0.129107042929,1.68236,1.10828,1.5297,1.23748,0.952386188677,0.742998344787,1.05000708783,1.00001224847,1.59276355335,1.18342068377
55,0.150249832978,0.128750948975,1.67322,1.10828,1.52299,1.23717,0.95239412501,0.74554317252,1.05000955288,1.00002292936,1.58952925194,1.18506268131
56,0.150657456208,0.128542439297,1.67535,1.10919,1.52482,1.23778,0.952393259956,0.745516020548,1.05001742672,1.00002952004,1.58996093084,1.18534134598
57,0.149383048311,0.128232553955,1.67169,1.11011,1.52238,1.23839,0.952370656188,0.746811956729,1.05002289162,1.0000109903,1.58818817741,1.18607792042
58,0.148162451439,0.128542439297,1.66743,1.11072,1.51934,1.23931,0.952382101775,0.747868894769,1.05000683547,1.00000771684,1.5869142563,1.18680381095
59,0.146941854567,0.127678723213,1.66377,1.11102,1.5169,1.2387,0.952437746482,0.748673539195,1.05000355065,1.00006301558,1.58551712457,1.18703471711
60,0.147199430325,0.127368726313,1.66286,1.11102,1.51568,1.23839,0.952373156188,0.748961372423,1.05001147106,1.00000273872,1.58488658302,1.18701883036
61,0.146889389399,0.127678723213,1.66316,1.11041,1.51629,1.23809,0.952392883591,0.749020187235,1.05000140473,1.00001386562,1.58461796456,1.18691084451
62,0.147199430325,0.127368726313,1.66377,1.11011,1.51659,1.23748,0.952404800484,0.749064323859,1.05001637118,1.0000406325,1.58445739375,1.18686050633
63,0.14749946993,0.127322890531,1.66529,1.1095,1.51781,1.23687,0.952398838781,0.74892906623,1.05000747671,1.00002590153,1.5845479254,1.18671399817
64,0.146941854567,0.127278359581,1.66468,1.10889,1.51781,1.23626,0.952375046984,0.749013413677,1.05001668636,1.00000969101,1.58435326959,1.18670185092
65,0.148109550461,0.127622779572,1.66804,1.10828,1.51995,1.23595,0.952388054085,0.748371693235,1.05000134256,1.00000873543,1.58485382828,1.186059743
66,0.148772749875,0.127632775873,1.67108,1.10797,1.52238,1.23565,0.952396827416,0.747692743847,1.05002132689,1.00003698045,1.58607508134,1.18589682951
67,0.147862304667,0.127368726313,1.66804,1.10889,1.52025,1.23626,0.952400222026,0.748823382752,1.05002127916,1.0000404994,1.5848145248,1.18674617349
68,0.147189429005,0.127368726313,1.66529,1.10889,1.51812,1.23626,0.952418958082,0.749293167338,1.05000316445,1.00004291987,1.58410606891,1.18695985378
69,0.146641707795,0.127368726313,1.66316,1.10919,1.51659,1.23656,0.952370978811,0.749865534781,1.05003406916,1.00002197424,1.58321558295,1.18719879978
70,0.146641707795,0.127013005188,1.66255,1.10889,1.51598,1.23595,0.95238159692,0.750005966664,1.05000003323,1.00000070842,1.58265348157,1.18699955434
71,0.145927895863,0.127068729313,1.66133,1.10858,1.51537,1.23565,0.952363398703,0.750284059339,1.05002118055,1.00000174022,1.58206130721,1.18699537969
72,0.146289310189,0.126413227106,1.66347,1.10797,1.5172,1.23443,0.952379729454,0.749969632123,1.05000635444,1.00000476777,1.58224417242,1.18663507992
73,0.148525652702,0.127841930715,1.672,1.10401,1.5236,1.23199,0.952369835326,0.747339919231,1.05001919601,1.00000660879,1.58415207085,1.18390008068
74,0.151824242054,0.128704665282,1.68419,1.10127,1.53244,1.23016,0.952218840277,0.743835676417,1.05021357653,1.00003315389,1.58915809236,1.18207248456
75,0.153754967226,0.129050625325,1.68967,1.10036,1.5361,1.22955,0.952377141768,0.742427527101,1.05002173181,1.00001669574,1.59094721364,1.18116300558
76,0.153044838926,0.127542254365,1.68815,1.10523,1.53518,1.23291,0.95238696008,0.744485207996,1.05000227502,1.00000847479,1.59148610267,1.18483786217
77,0.150046939711,0.127542254365,1.67809,1.10523,1.52817,1.23291,0.952374290397,0.747090116821,1.05002291533,1.00001482889,1.58651441509,1.18526923971
78,0.149436423214,0.127278359581,1.67626,1.10127,1.52695,1.22864,0.952379774984,0.742679340153,1.0500216222,1.00001935628,1.58572910357,1.1776882443
79,0.146641707795,0.126668798465,1.66377,1.10584,1.5172,1.2326,0.952395472154,0.750829673534,1.05000432296,1.00001936293,1.57862941894,1.18528181126
80,0.146941854567,0.126403230805,1.66743,1.10676,1.52056,1.23321,0.952391165784,0.750372694171,1.05000893601,1.00001923465,1.58099135514,1.18633274261
81,0.147189429005,0.126103341764,1.66925,1.10676,1.52208,1.23291,0.952375671461,0.749997027743,1.05001800435,1.00001160194,1.58198570083,1.18648457355
82,0.147242001339,0.126359021505,1.66925,1.10676,1.52208,1.23321,0.952380600597,0.750062240599,1.05001371367,1.00001269126,1.58222939488,1.18677052507
83,0.14749946993,0.125803452722,1.66986,1.10706,1.52238,1.23291,0.95238572088,0.750135430902,1.05001167873,1.00001612958,1.58225424088,1.18690496678
84,0.146641707795,0.126413227106,1.66865,1.10645,1.52208,1.23291,0.952376829594,0.750331054587,1.05002622363,1.00002064586,1.58184956511,1.18691085239
85,0.146589349794,0.126103341764,1.66865,1.10645,1.52208,1.2326,0.952376253286,0.750406404034,1.0500142247,1.00000861322,1.58171129275,1.18692628341
86,0.146941854567,0.125803452722,1.66925,1.10645,1.52238,1.2323,0.95234153229,0.750429536319,1.05004828013,1.00000458808,1.58166778689,1.18693022393
87,0.146994357226,0.126403230805,1.67017,1.10554,1.5233,1.23199,0.95238287285,0.750275700035,1.05001943622,1.00002052722,1.58171093452,1.18671927865
88,0.146341561023,0.125759453194,1.66865,1.10645,1.52238,1.2323,0.952404599486,0.750678006365,1.05000954789,1.00003392292,1.58138917136,1.18711407044
89,0.146383840729,0.125193678339,1.66834,1.10645,1.52208,1.23169,0.952377359969,0.750980784204,1.05001143339,1.00000711687,1.58078148491,1.1871365192
90,0.146031409359,0.127322890531,1.66773,1.10462,1.52177,1.23199,0.952397047707,0.750062506291,1.05000549729,1.0000221357,1.58062300095,1.1855660496
91,0.146341561023,0.126103341764,1.66743,1.10554,1.52116,1.23169,0.952392085451,0.750382310642,1.05002200636,1.0000326484,1.58158226841,1.18679135704
92,0.146641707795,0.126103341764,1.66743,1.10523,1.52086,1.23138,0.952372779671,0.750647250291,1.05001456035,1.00000528553,1.58080436532,1.18662645007
93,0.146289310189,0.126413227106,1.66743,1.10523,1.52116,1.23169,0.952396892162,0.750763263192,1.05000177057,1.00001842306,1.58060188278,1.18665782732
94,0.146021404467,0.125848741513,1.66651,1.10523,1.52056,1.23108,0.952375714825,0.750938531297,1.05001669928,1.00001040456,1.5802497715,1.18667044249
95,0.146641707795,0.126103341764,1.66743,1.10493,1.52086,1.23108,0.952366570433,0.750876061385,1.0500160324,1.00000016767,1.58026382159,1.1865822743
96,0.146589349794,0.125803452722,1.66773,1.10462,1.52116,1.23047,0.952386202559,0.750888894531,1.05001380005,1.00001865566,1.58020259201,1.18655657745
97,0.145979269264,0.126413227106,1.66773,1.10462,1.52177,1.23108,0.952378724947,0.750894666933,1.05000282908,1.00000035555,1.58006972341,1.18646592869
98,0.145979269264,0.125848741513,1.66773,1.10462,1.52177,1.23047,0.952346633273,0.750929590565,1.05004294122,1.00000485986,1.58005020293,1.18650645195
99,0.146021404467,0.126103341764,1.66651,1.10462,1.52056,1.23077,0.952362807561,0.751288880366,1.05002117641,1.00000111556,1.57951582786,1.18667267784
100,0.145721257695,0.125848741513,1.66499,1.10462,1.51934,1.23047,0.952368005302,0.751500755979,1.05003677166,1.00002142572,1.57905765931,1.1866630247
101,0.145721257695,0.126103341764,1.66407,1.10432,1.51842,1.23047,0.952395033753,0.751667187842,1.0500113596,1.00002560427,1.57873520759,1.18668345383
102,0.145359187413,0.126403230805,1.66407,1.10371,1.51873,1.23016,0.952373781172,0.75153858848,1.05002112552,1.00001258962,1.57856857053,1.18635519532
103,0.145669228338,0.126103341764,1.6659,1.1034,1.52025,1.22955,0.952385916377,0.751226078631,1.05000623871,1.00001115385,1.57880877296,1.18604232342
104,0.146341561023,0.125848741513,1.66743,1.1034,1.52116,1.22925,0.952383957204,0.751030839869,1.05000952526,1.00001222677,1.57922088448,1.18604358721
105,0.146941854567,0.125803452722,1.66834,1.1034,1.52147,1.22925,0.952371638689,0.750963330714,1.05002561063,1.00001461146,1.57937747907,1.18605457214
106,0.146289310189,0.126103341764,1.66804,1.1031,1.52177,1.22925,0.952366654874,0.750961922515,1.05002203454,1.00000597258,1.57946993625,1.18612177988
107,0.146641707795,0.125803452722,1.66834,1.1034,1.52177,1.22925,0.952381092347,0.750969720658,1.05001949234,1.0000187111,1.57942567514,1.18610085806
108,0.146331556131,0.126413227106,1.66834,1.10279,1.52208,1.22925,0.952389543251,0.75099446822,1.05000079054,1.00000977331,1.57928338437,1.18603308541
109,0.146589349794,0.125803452722,1.66865,1.1031,1.52208,1.22895,0.952381555262,0.751001223597,1.05001098407,1.00001109405,1.57931055894,1.1860641622
110,0.146031409359,0.125848741513,1.66773,1.1031,1.52177,1.22895,0.952381002366,0.751246566988,1.05000447646,1.00000431578,1.57898153091,1.18620445443
111,0.146031409359,0.125848741513,1.66682,1.1034,1.52086,1.22925,0.952376707322,0.751444910554,1.05002293915,1.0000173894,1.57877803251,1.18636471742
112,0.14546306175,0.126113338065,1.66529,1.10279,1.51995,1.22895,0.952355365085,0.751640568496,1.05004208284,1.00001321116,1.57832006424,1.18632939035
113,0.146021404467,0.125459669038,1.66651,1.10218,1.52056,1.22773,0.95239983298,0.751326990763,1.05000093198,1.00002071225,1.57812991014,1.18569159642
114,0.146941854567,0.12636901431,1.67078,1.10066,1.52391,1.22712,0.952400909651,0.750305282845,1.05001755983,1.00003767913,1.5793003741,1.18495741388
115,0.147552153003,0.126668798465,1.67352,1.10036,1.52604,1.22712,0.952389863377,0.749666607515,1.05000405066,1.00001321435,1.58035969659,1.18474289239
116,0.147604873723,0.126313581332,1.67352,1.10097,1.52604,1.22742,0.952388667735,0.74976963031,1.05001490187,1.0000222935,1.58057316582,1.18506575821
117,0.146994357226,0.126103341764,1.672,1.10127,1.52513,1.22742,0.952398096379,0.750070930911,1.05000045869,1.00001843805,1.58011974624,1.18520188901
118,0.147304619708,0.12636901431,1.67261,1.10066,1.52543,1.22712,0.952358915408,0.750002647297,1.05002984111,1.00000528062,1.58007186809,1.18505808399
119,0.147604873723,0.126359021505,1.67291,1.10097,1.52543,1.22742,0.952348992636,0.750106890043,1.05003954724,1.00000410504,1.57994622058,1.18512854596
120,0.147552153003,0.126668798465,1.67322,1.10066,1.52574,1.22742,0.952365966224,0.750198080994,1.05002465141,1.0000077417,1.57996385861,1.18528585477
121,0.146941854567,0.125838741613,1.67078,1.10158,1.52391,1.22742,0.952379558001,0.750771908068,1.05002552618,1.00002284651,1.57919734205,1.18561700171
122,0.146083586714,0.126059237349,1.66956,1.10097,1.5236,1.22712,0.952389655456,0.750884133758,1.05001476512,1.00002320037,1.5787897219,1.18548815271
123,0.146331556131,0.125759453194,1.67047,1.10066,1.52421,1.22651,0.952381482183,0.750824988532,1.05002281574,1.00002228558,1.57871802435,1.18534094253
124,0.146994357226,0.126323570544,1.67352,1.09944,1.52665,1.2259,0.952338929194,0.750076864334,1.05005257276,1.00000594274,1.57938494886,1.18466011002
125,0.148462598211,0.126623246893,1.67748,1.09883,1.52909,1.22559,0.952373307201,0.749062742769,1.05002398462,1.00001481487,1.58081861036,1.1841323241
126,0.148879101559,0.126978575426,1.67962,1.09822,1.53092,1.22529,0.952396595895,0.74839434648,1.05000994249,1.00002589488,1.58160347636,1.18366310008
127,0.149790197608,0.127532265154,1.68205,1.09731,1.53244,1.22498,0.952371475387,0.747649982502,1.05002433609,1.00001322616,1.58224349858,1.18296432403
128,0.150046939711,0.127232588804,1.68358,1.09731,1.53366,1.22468,0.95236933081,0.746952649199,1.05001598473,1.00000302071,1.58325925307,1.18261969345
129,0.150400932322,0.127831941503,1.68449,1.0964,1.53427,1.22437,0.952412356299,0.746590329405,1.05001966618,1.00005170443,1.58384905967,1.18248639119
130,0.150711305701,0.127831941503,1.68571,1.0964,1.53518,1.22437,0.952381531766,0.746413141276,1.05001859903,1.00001832172,1.58399007032,1.18231100414
131,0.151267972705,0.127887920697,1.6851,1.09761,1.53396,1.22559,0.952391878468,0.746878291029,1.0500033051,1.00001462014,1.58348871528,1.18267334553
132,0.149436423214,0.127588136542,1.6787,1.09822,1.52939,1.2259,0.95236822253,0.748268089871,1.05001478793,1.00000071721,1.58229084866,1.18397775095
133,0.146631702903,0.125803452722,1.67443,1.10005,1.52787,1.2259,0.952364850824,0.750005438483,1.05001780291,1.00000004823,1.58108494357,1.18582230638
134,0.146641707795,0.125449676233,1.67322,1.09975,1.52665,1.22529,0.952374042284,0.751182430247,1.0500149575,1.00000698953,1.57831593072,1.18560319653
135,0.146736524038,0.125404563072,1.67443,1.09914,1.52787,1.22468,0.952406111348,0.750783581096,1.05002417879,1.00004944495,1.57847331812,1.18509185044
136,0.147304619708,0.125404563072,1.67718,1.09853,1.53,1.22407,0.952389561757,0.750220321838,1.0500000395,1.00000907747,1.57913696483,1.18470064198
137,0.147905127738,0.125759453194,1.6787,1.09822,1.53092,1.22407,0.952395840551,0.749912615762,1.05001020816,1.00002535478,1.57967014012,1.18461456682
138,0.148268366845,0.125359482345,1.68022,1.09792,1.53213,1.22346,0.95238568899,0.74952348023,1.05001473083,1.00001900288,1.58013049862,1.18434491055
139,0.147968005511,0.125714228633,1.68053,1.09792,1.53274,1.22377,0.952397511532,0.749476575968,1.0500078096,1.00002482495,1.58031946146,1.18441241891
140,0.148525652702,0.125104886722,1.68175,1.09822,1.53335,1.22346,0.952374297647,0.749357094348,1.05001953236,1.00001161465,1.58073739116,1.18453677837
141,0.149736677229,0.125714228633,1.68388,1.09731,1.53427,1.22316,0.95237765165,0.748466327863,1.05002505511,1.00002039616,1.58233000684,1.18432072968
142,0.148825906717,0.125759453194,1.68327,1.09761,1.53457,1.22346,0.952377349493,0.748712321927,1.05002415296,1.0000192197,1.58151324313,1.18409845242
143,0.148515644235,0.125759453194,1.68083,1.09822,1.53244,1.22407,0.952375140385,0.749837140562,1.05001218883,1.00000550575,1.58040642729,1.18504743636
144,0.147604873723,0.125714228633,1.67931,1.09822,1.53183,1.22407,0.952383415016,0.750090513329,1.05000889725,1.00001105936,1.57981351121,1.18500312759
145,0.147604873723,0.125414552284,1.67992,1.09761,1.53244,1.22316,0.952363277113,0.749706632115,1.05003436097,1.00001416509,1.57983205365,1.18441056825
146,0.148578740224,0.125359482345,1.68175,1.09731,1.53335,1.22285,0.952396030988,0.749416015846,1.05000832363,1.00002375993,1.58023411895,1.18425275752
147,0.149179462894,0.125404563072,1.68388,1.0967,1.53488,1.22224,0.952373532865,0.748948519122,1.05002754566,1.00001844327,1.58077760483,1.1839210462
148,0.149189474938,0.125659050967,1.68419,1.0964,1.53518,1.22224,0.952356457671,0.74858534675,1.05002942164,1.00000230044,1.58129565204,1.183734754
149,0.149436423214,0.125623877021,1.6848,1.09609,1.53549,1.22194,0.952396077406,0.748607352042,1.05001594477,1.00003106701,1.58132754948,1.18379342953
150,0.149179462894,0.125923337992,1.68449,1.09609,1.53549,1.22224,0.952392616872,0.748695324345,1.05001033808,1.00002209363,1.58117101788,1.18381534808
151,0.149179462894,0.125669036587,1.6851,1.09609,1.5361,1.22194,0.952038497431,0.748189790814,1.05040195176,1.00002309585,1.5819290015,1.18358312871
152,0.148879101559,0.127186850935,1.68449,1.09518,1.53579,1.22255,0.952377820944,0.748305739153,1.05000362338,1.00000016282,1.58115765502,1.18318934776
153,0.149189474938,0.126922923243,1.68297,1.0964,1.53396,1.22346,0.952353312055,0.748056439401,1.05004328544,1.00001220069,1.58187729192,1.18333349456
154,0.149436423214,0.127887920697,1.67931,1.09609,1.53,1.22407,0.952369571492,0.748599305408,1.0500144829,1.00000184314,1.58020347352,1.18293922268
155,0.145731262587,0.125803452722,1.67322,1.09792,1.52756,1.22377,0.952415228483,0.750501234483,1.05000222501,1.00003810904,1.57918791769,1.18518248171
156,0.145162807735,0.124850107922,1.6723,1.09822,1.52726,1.22316,0.952373008157,0.752092059548,1.05002217654,1.0000127789,1.57627410092,1.18550323497
157,0.145721257695,0.124850107922,1.67291,1.09822,1.52726,1.22316,0.952371153733,0.752064858597,1.05001893482,1.0000077444,1.57622911254,1.18542652464
158,0.145172816203,0.124850107922,1.672,1.09822,1.52695,1.22316,0.952359585897,0.752196633526,1.05002368498,1.00000012181,1.57600221986,1.18546356421
159,0.145120964151,0.124840115117,1.672,1.09792,1.52695,1.22285,0.952385964011,0.752190033674,1.05001539795,1.000019927,1.57594240908,1.18540817376
160,0.145473070217,0.124540330962,1.67322,1.09792,1.52787,1.22255,0.952401060491,0.75198098654,1.05000367761,1.00002461608,1.57612371255,1.18521506427
161,0.145214693276,0.124840115117,1.67291,1.09731,1.52787,1.22224,0.952398384077,0.751854229959,1.05000062513,1.00001889865,1.57609231372,1.18499167287
162,0.14582542799,0.124795221161,1.67504,1.09792,1.52939,1.22285,0.952331080896,0.75176796258,1.05006435829,1.00000892534,1.57665933962,1.18528197943
163,0.145214693276,0.124840115117,1.67352,1.09792,1.52848,1.22285,0.952393454608,0.752008208972,1.05000643072,1.00001925191,1.57631298725,1.18540030632
164,0.145473070217,0.124230554001,1.672,1.09853,1.52665,1.22285,0.952373569211,0.752420977885,1.05002291895,1.00001407508,1.57588658183,1.18573012294
165,0.144800807595,0.124540330962,1.67047,1.09822,1.52574,1.22285,0.952379444259,0.752676168187,1.05000409497,1.00000231643,1.57521546825,1.18562714271
166,0.14486255372,0.124495544812,1.67108,1.09792,1.52634,1.22255,0.952370701465,0.75249809348,1.05002430535,1.00001238425,1.57528348972,1.18539782271
167,0.145172816203,0.124840115117,1.67322,1.09731,1.52817,1.22224,0.95233691965,0.751968003542,1.05005660219,1.00000766999,1.57583984454,1.1849811418
168,0.145525066655,0.124840115117,1.67383,1.0967,1.52848,1.22163,0.952401421241,0.751835311029,1.05000455117,1.00002582685,1.57587682732,1.18479984461
169,0.145773324232,0.125104886722,1.67504,1.0967,1.52939,1.22194,0.952366325467,0.751630147008,1.05002191141,1.00000550943,1.57633008305,1.18481721206
170,0.145773324232,0.125104886722,1.67565,1.09609,1.53,1.22133,0.9523850562,0.751462873628,1.05001610307,1.00001964533,1.57635557878,1.18457269309
171,0.146073578247,0.125149892078,1.67687,1.09609,1.53092,1.22133,0.952387523134,0.751188155998,1.05002521192,1.00003091081,1.57666207784,1.18436987888
172,0.146694103211,0.125404563072,1.6787,1.09518,1.53213,1.22072,0.952382525698,0.750703561428,1.05001611776,1.00001700225,1.57709188576,1.18392849534
173,0.147046897418,0.125449676233,1.68083,1.09487,1.53396,1.22041,0.9523775015,0.750062176813,1.05001465467,1.00001033335,1.57809066501,1.18366611941
174,0.147294611241,0.125404563072,1.68144,1.09548,1.53427,1.22102,0.952362245721,0.750163013884,1.05002538701,1.00000453564,1.57824652207,1.18394216765
175,0.146994357226,0.125404563072,1.68083,1.09518,1.53396,1.22072,0.952384684861,0.750294084786,1.05000265713,1.00000644971,1.57793927913,1.18391850728
176,0.147657632131,0.125359482345,1.68297,1.09457,1.53549,1.22011,0.952374639757,0.749648410066,1.05001724616,1.00000979655,1.57859019271,1.18338762811
